,logFC,AveExpr,t,P.Value,adj.P.Val,B
SLC39A8,-0.828453602059584,9.77331820769997,-3.94516809715336,0.000496915119587677,0.00110411828859407,-0.63078240383706
ALAD,-1.07432534933604,11.8042187218224,-3.94513887993443,0.000496953734783068,0.00110411828859407,-0.630857691209375
C11orf1,-0.968471885784729,7.80347120858478,-3.9449949717403,0.000497143975348888,0.0011044133263326,-0.631228513840176
SRP14,-0.834796027373168,10.3458647403652,-3.94493439561279,0.000497224075833857,0.00110446364620519,-0.63138460531815
EMC10,-0.969282532362358,10.2285215395021,-3.94463828045019,0.000497615814733609,0.00110520610423448,-0.632147620293567
RHOU,-0.897392578361334,9.06171774649834,-3.94455554317118,0.000497725324349105,0.00110532163112066,-0.632360810893057
AP5B1,-1.02328473710564,6.30105210017618,-3.94370655260873,0.000498850402412587,0.00110769219061931,-0.634548350389106
MLH1,-0.842659266383298,7.76530390061184,-3.94279753993407,0.000500057791479759,0.00111024495221138,-0.636890404729697
SHARPIN,-1.05301537624557,8.54075580908638,-3.94192464533918,0.000501219909110018,0.00111269662270671,-0.639139264839423
SYTL2,-1.18233577038451,5.52211751089507,-3.94162250267886,0.000501622780933912,0.00111346241351512,-0.639917651291082
RNF122,-1.41227437285247,4.34635365399904,-3.94118291941761,0.000502209481893313,0.00111463602971588,-0.641050086503005
C3orf18,-0.997121080442608,5.91590902836269,-3.93960463142801,0.000504321545025109,0.00111919447109635,-0.645115722703589
MYNN,-0.705464023116522,7.07975840036948,-3.93938269996032,0.000504619232396631,0.00111972584750984,-0.645687378223109
KAT5,-0.868017698852894,7.86052959866361,-3.9390292729028,0.000505093657530607,0.00112064922862388,-0.646597724782874
PSIP1,-0.731950779393137,7.9417960890132,-3.93884977200016,0.000505334779512491,0.00112105482761685,-0.647060069255929
MYLK4,-1.88235341084194,3.09084334708131,-3.93854400795093,0.000505745770067177,0.00112183713274968,-0.647847619434816
ELP5,-0.775643326585803,8.05636894997152,-3.93845223844446,0.000505869185447375,0.00112198143634354,-0.648083985047087
TASP1,-1.09011900366817,4.87636575817413,-3.93840461435838,0.000505933243923914,0.00112199407249247,-0.648206647170051
RTF1,-1.06397823124253,9.31113045658524,-3.9379197106624,0.000506585934759874,0.00112331194876108,-0.649455557875926
PPP1R32,-1.29147752486946,4.1424463028802,-3.93757839899865,0.000507045843582855,0.00112420209236309,-0.650334610184964
MAP11,-1.66264661308126,4.37782724371038,-3.93702088054448,0.00050779796794529,0.00112573984475879,-0.651770461410542
MMP24,-1.46091483815794,3.01801411072714,-3.93683064875533,0.000508054852235044,0.00112615880925707,-0.652260377995387
WDR4,-0.845102511963958,4.99843717935987,-3.93679418258175,0.000508104109830733,0.00112615880925707,-0.652354291027734
NR1H4,-0.955240119869622,9.93089536970883,-3.93606790505271,0.000509086125120836,0.00112820527440324,-0.654224658316036
BOLA3,-0.858898912449969,6.86794144480966,-3.93590136002621,0.000509311576849724,0.00112857481154172,-0.654653545072635
MEX3C,-1.01789450101523,6.57929412038221,-3.93571961788862,0.000509557712796025,0.00112899009202531,-0.655121561827083
CARMIL3,-1.37814504137554,5.64223818465461,-3.93549793855718,0.000509858094439459,0.00112952545120979,-0.655692415695103
ARMCX3,-0.80934709618966,8.08569034243103,-3.9354538974409,0.000509917792082041,0.00112952754381579,-0.655805826411825
TPGS2,-0.855205401176486,7.67945161731899,-3.93496720340709,0.000510577962219395,0.00113085959950091,-0.657059094181545
SLC30A1,-1.06637856307978,10.096090947719,-3.93482348830001,0.000510773063322621,0.00113116140333802,-0.657429161601082
RIOK2,-1.09544764510674,7.2718784939984,-3.9345385913277,0.000511160043023649,0.00113188802431809,-0.658162762502497
ARVCF,-1.41929814837357,7.18802243121714,-3.93447636123206,0.000511244609384723,0.00113194490561111,-0.658323001161316
PRMT3,-1.57811773854992,5.39120497972408,-3.93422142286748,0.00051159119634639,0.00113254688161486,-0.658979444560384
ANG,-1.18207884271542,13.0804891591943,-3.93418432045742,0.000511641656054294,0.00113254688161486,-0.659074978974263
LARP1B,-0.803700344385559,9.19705398427161,-3.93414640756367,0.000511693223079673,0.00113254688161486,-0.659172600037681
RABGEF1,-1.66539886149278,1.65431149074994,-3.93370938239298,0.000512288009323857,0.00113363340127561,-0.660297867979855
HSPA1B,-1.38171862373984,7.0364606283393,-3.93369906886919,0.000512302054110922,0.00113363340127561,-0.660324423198198
FBXL6,-1.08298718327477,6.22830019539171,-3.93330511981832,0.000512838810689663,0.00113469054384955,-0.661338747450152
NFE2L3,-1.32893919774472,3.83268879468491,-3.93309356310759,0.00051312728518521,0.00113519816544139,-0.661883443833551
SUPT7L,-1.05746958497452,7.41750199102954,-3.93304268081449,0.000513196691036174,0.0011352210775711,-0.66201444960565
IKBKE,-1.52730756544299,4.18659275293464,-3.93261557153148,0.000513779651961905,0.00113637986757566,-0.663114102461956
PMPCB,-0.785549534553326,9.37057058478964,-3.93183145437183,0.00051485158622107,0.00113851771474812,-0.665132837879638
PRPS2,-0.891224121764361,7.83350098104186,-3.9318219037446,0.000514864656021854,0.00113851771474812,-0.665157425609844
C7orf25,-1.29258853795814,2.2875357807455,-3.93145497308638,0.000515367038546694,0.0011394975636642,-0.66610206249173
CBR1,-1.02553139140991,11.156493477936,-3.93132474735845,0.000515545452635659,0.00113976096215738,-0.666437313608418
BFSP1,-1.43018006254656,2.25059814278611,-3.93096273400881,0.000516041743182232,0.00114072697627669,-0.667369259371334
LRATD2,-1.16990941224147,8.18487779578503,-3.93051770105786,0.000516652489836522,0.00114194574811533,-0.668514893926072
PEX16,-1.10131525732829,8.85133703349034,-3.93026971536249,0.000516993124150351,0.0011425672849512,-0.669153260529001
GPR174,-1.41535865110615,1.12227409023726,-3.92964964235365,0.000517845824997323,0.00114432022822684,-0.670749409094905
FAM98C,-1.0029336446225,6.52856472517174,-3.92906576636783,0.000518650011750448,0.00114596557589959,-0.672252319176391
EIF6,-0.868857557262928,9.76978362521575,-3.92901184409026,0.000518724342070457,0.00114599810116117,-0.67239111328063
ZBTB42,-1.07883329061992,7.50846909393616,-3.92889937726997,0.000518879408041595,0.00114620896467881,-0.672680597373316
PDE1A,-1.06490599142893,5.07590146279313,-3.92879793261739,0.000519019316023197,0.0011463862994653,-0.672941709010363
IQCB1,-0.995856361919064,5.24837884134849,-3.92837214785897,0.000519606943771417,0.00114755238299891,-0.674037629998846
C5orf49,-1.6354458315814,2.5108342583278,-3.9278501189973,0.00052032829024416,0.00114901348264921,-0.675381228085863
AKR1C2,-1.15554446532898,11.3129880421979,-3.92773137582072,0.000520492508409828,0.00114924411096577,-0.67568684252773
SAT2,-0.894427558027266,10.963748035085,-3.92732711950897,0.000521051964199483,0.00115022379749272,-0.676727275575773
SLC2A4,-1.44549112014232,6.24354021187442,-3.92732430053888,0.00052105586748318,0.00115022379749272,-0.676734530646666
ABRAXAS1,-1.07580539216267,5.78997678268848,-3.92703205326658,0.000521460683187653,0.00115098526225977,-0.677486668093931
ZNF383,-0.841463497610531,6.03987965066201,-3.92682261113292,0.000521750988682366,0.00115149383049231,-0.678025686051536
MAPK14,-0.918137522245601,9.42030420198715,-3.92656717093662,0.000522105266451735,0.00115214345127808,-0.678683073500326
PCNX4,-0.887534767518598,8.00222195581982,-3.92618431525755,0.000522636703090223,0.00115318381922524,-0.679668348882615
GPBP1,-0.902946089898574,9.04173528359194,-3.92547782186768,0.000523618771783111,0.00115521814178682,-0.681486433937595
CLEC10A,-1.29329013870012,5.86131625813466,-3.92482091207178,0.000524533542146047,0.0011571035396165,-0.683176840761912
SENP8,-0.854446546897726,5.04003970757963,-3.92460439319326,0.000524835396185076,0.00115763658692727,-0.683733985542972
RIC8B,-1.00771187605695,6.04123981825425,-3.92401094115756,0.000525663616410948,0.00115933039182063,-0.68526100887421
TNFRSF10D,-1.19765544846381,6.71497575435373,-3.92359578305967,0.000526243772940424,0.00116047677618486,-0.686329222964265
PSMC3,-0.743933815773753,10.6534464933284,-3.92331284810751,0.000526639516442093,0.00116110764224825,-0.687057205268285
ZDHHC23,-1.0451730065613,5.50022700581085,-3.92328560834161,0.000526677632351913,0.00116110764224825,-0.68712729152998
HEPH,-1.95011411055319,4.88616867569041,-3.92326173480503,0.000526711040210507,0.00116110764224825,-0.687188716578812
EIF1B,-0.917024092560754,8.07724313456881,-3.92320777605665,0.000526786556013461,0.0011611409698875,-0.687327548533911
KLF7,-0.967656754713443,6.46278170721526,-3.9227153099982,0.000527476258664918,0.00116252792305778,-0.68859460391954
CCNH,-0.68999186615024,7.49232664845687,-3.92245858542384,0.000527836155037748,0.00116318776714818,-0.689255107820039
STRN3,-1.10241233023387,7.14580787181898,-3.92188355539693,0.000528643151818039,0.00116483261818932,-0.690734508652354
RABL2B,-0.86366574638651,4.96326243519253,-3.92167031926178,0.000528942715124792,0.00116535912196586,-0.691283093974691
FBXO7,-0.845834767293436,10.6390408107028,-3.92132183996867,0.000529432632695104,0.00116630484285131,-0.692179597158366
RASSF8,-0.941063790014591,6.05285742781871,-3.92123379086512,0.000529556489038703,0.00116641504318318,-0.692406110179877
SLFN13,-1.4330838346414,3.42189573877715,-3.92120002038987,0.000529604000621378,0.00116641504318318,-0.692492986928317
RYK,-0.867681034081426,7.6074353419746,-3.92059552315034,0.000530455174443468,0.00116815586811863,-0.694048060774471
LYRM4,-0.875797126658818,7.13601063988784,-3.92020862510508,0.000531000658470457,0.00116922318853448,-0.695043324495161
ABHD5,-0.834820582855014,6.94629900006469,-3.92010243235865,0.000531150474971717,0.00116941913437142,-0.695316491976695
EXD3,-1.27568161189008,5.17110987703852,-3.91987561049499,0.000531470613799546,0.00116998998629294,-0.695899955887844
FGFR2,-1.23517516942368,9.33937441059329,-3.91959987505166,0.000531860044960005,0.00117071323154982,-0.696609229886003
CYB561D1,-1.02212766176997,6.35693514258687,-3.91884910853492,0.000532921800382037,0.0011729026634972,-0.698540356405434
CDC14B,-0.973937587703473,9.34314540214915,-3.91881030655824,0.000532976731771729,0.0011729026634972,-0.6986401603415
HLA-DMB,-1.00272958764898,6.97406763294474,-3.91797417933334,0.000534161776461368,0.001175376004632,-0.700790726777002
RNASEH2C,-1.12301219575135,8.02877393132699,-3.91736563753374,0.000535025890258605,0.00117714268027257,-0.702355851337554
TSTD2,-1.06096092772832,7.51618185766833,-3.91694432657271,0.000535624944985949,0.00117832584590398,-0.703439392842342
THTPA,-1.48552208042724,4.86667906449056,-3.91688823975736,0.000535704743510345,0.00117836655537602,-0.703583636356477
NSA2,-0.665156460739533,9.41966860317427,-3.91667367585402,0.000536010125920232,0.00117890340588222,-0.704135444424402
MYL2,-2.64601819644022,1.34405476149988,-3.91634328280472,0.000536480698780687,0.00117980341272692,-0.704985121639446
STKLD1,-1.49235230702709,3.21755203114676,-3.91609490011373,0.000536834732845284,0.00118044695630225,-0.705623878481241
KLF5,-1.58281543187146,3.27853135568868,-3.91538854830501,0.000537842790747424,0.0011825283225205,-0.70744031707446
JAK3,-1.50067308144278,3.98606241185758,-3.91532278238429,0.00053793674197926,0.00118259964145812,-0.70760943465995
STK32C,-0.932914161127048,4.94912282254848,-3.91517895718033,0.000538142262529841,0.00118291618993096,-0.707979279582512
MZT2B,-1.81339862813173,8.78850973497933,-3.91490065367666,0.000538540166216302,0.00118365550423098,-0.708694923335782
P3H4,-1.04259993658906,5.24348275172905,-3.91469366268707,0.000538836298335108,0.00118400672096925,-0.709227181379239
SLC28A1,-0.869832007868801,9.92137362147543,-3.91467692398815,0.000538860252577878,0.00118400672096925,-0.709270223044877
C14orf28,-0.789876373906303,6.20943518411885,-3.91465982502872,0.000538884723458044,0.00118400672096925,-0.709314191027157
HEBP1,-0.855924165900614,10.0905771935179,-3.91433629553308,0.000539347942784805,0.00118488906411129,-0.710146099458192
RTCB,-0.84364723061598,9.60861252625033,-3.9133707244757,0.000540732742663417,0.00118779558703201,-0.712628810414017
CTDSP1,-0.882500776714092,10.9233193111725,-3.91306074822278,0.000541178043264961,0.00118863793919443,-0.713425796642554
JKAMP,-1.09407580407297,7.57911460152761,-3.9129933270424,0.000541274945738768,0.00118871496822342,-0.713599142299009
UQCR10,-0.914734102584237,9.60280591529943,-3.91269431757351,0.00054170490857427,0.00118952334292865,-0.714367911435768
RPS6KC1,-0.955208918098177,6.77574101620104,-3.9120019432858,0.000542701800803943,0.00119157630430057,-0.716147980014828
ZNF391,-1.62226880781435,2.32208710964463,-3.91184654056754,0.000542925799647153,0.00119193199705567,-0.716547502672745
STARD4,-1.06079874957571,6.81903049987271,-3.91129058135466,0.000543727907616168,0.001193556636666,-0.717976774459207
FAM160A2,-1.06030918791826,7.28388211402145,-3.91116771119223,0.000543905334968488,0.00119380980303336,-0.718292644112758
GPR55,-1.24952215004903,1.45746966909331,-3.91106411846907,0.000544054969415674,0.00119400191632607,-0.718558953971854
SRI,-0.877892434365863,7.70573641625156,-3.9107115333981,0.00054456456363724,0.00119492218166801,-0.719465343564889
MTMR9,-0.784141789768796,6.57190963012873,-3.91068799284595,0.000544598603681411,0.00119492218166801,-0.719525858400749
SUSD2,-1.36020689461986,5.13763589404666,-3.91050746284317,0.000544859722623381,0.00119535868623012,-0.719989936922138
CAPNS1,-0.664188741029264,10.6370680440395,-3.90995595520396,0.000545658185848728,0.00119697382735529,-0.721407630476169
MAP10,-1.21283572234035,5.34090901144992,-3.90973271409039,0.000545981716972056,0.00119754689204652,-0.721981473497312
KIT,-1.65103234087264,3.60549431203147,-3.909651251143,0.000546099823653561,0.00119766930295913,-0.722190872379191
SARAF,-0.8563212028851,11.9540740360438,-3.90920807966566,0.000546742782415919,0.00119894262483701,-0.723330014660645
DNAH10,-1.56889379091258,1.74498241525732,-3.90905846189631,0.000546960017511609,0.00119928220080528,-0.723714588932961
FXYD1,-1.3323176080904,6.82931119077215,-3.90884219476798,0.000547274172830113,0.00119983418550107,-0.724270470066831
CCND2,-1.38517422635717,4.67123026029034,-3.90868592805674,0.00054750128019529,0.00120019522368922,-0.724672124125273
NFASC,-1.82940646547977,6.06459418046098,-3.90795273892549,0.000548568083194629,0.00120239669358303,-0.726556588842099
MARCHF9,-0.812079013348382,5.89463114410392,-3.90776158990052,0.000548846543543808,0.00120286990419855,-0.727047869697904
ATOH8,-1.36098394317993,8.22799522011254,-3.90770253137551,0.000548932606343471,0.00120292139028305,-0.727199657367938
NAXE,-0.717250389619098,9.87700746369677,-3.90666188823024,0.000550451254525128,0.0012059764599243,-0.729874133783088
TMEM177,-0.961203183518473,7.34399603287488,-3.90666124511411,0.000550452194321755,0.0012059764599243,-0.729875786544969
BEND7,-0.789796130869462,7.23474295111724,-3.90605002280163,0.00055134609644166,0.00120779725434035,-0.731446549468457
PCSK7,-0.790820247766444,7.82363677998484,-3.90600696162469,0.000551409126376338,0.00120779770474936,-0.731557208594955
BBIP1,-0.946745978154373,6.60987372713464,-3.90577815616792,0.000551744154436859,0.00120839386751522,-0.732145189905379
APOBEC3G,-0.957889322465435,5.43189416452224,-3.9056486819026,0.000551933825461302,0.00120858692969728,-0.732477906962655
ADPRM,-0.849134165398824,6.0175632532113,-3.9056321582937,0.000551958036033401,0.00120858692969728,-0.732520368358118
PKIA,-1.44595848840443,1.89181814757908,-3.90475366162554,0.000553246721083667,0.00121127072233612,-0.734777805388651
BROX,-1.10411211983024,7.52510514566175,-3.90413876952793,0.000554150475665607,0.00121311123829097,-0.736357784514091
HPX,-0.92909388372358,16.365227102606,-3.90338714009482,0.000555257172208302,0.00121539555228334,-0.738289019279764
MIS18A,-0.997602367348715,5.66300672118293,-3.90332612254892,0.000555347109375923,0.00121545402752187,-0.738445793066262
ALPK3,-1.50653422293351,5.72249007644368,-3.90322198674597,0.000555500633976396,0.00121552627091759,-0.738713350008267
HTRA2,-0.734033259205779,7.66717770625907,-3.90321796062251,0.000555506570417788,0.00121552627091759,-0.738723694319206
PGGT1B,-0.790454224474062,7.69761517875021,-3.90231089200313,0.000556845614193914,0.00121831762067577,-0.741054148155944
ALKBH4,-0.7814177873375,6.82135353197425,-3.90189480104993,0.000557460920484164,0.00121952505647565,-0.742123124573042
PLD4,-1.14549449045694,4.17606290782079,-3.90179093117792,0.000557614625059859,0.00121972251300214,-0.742389970994402
EED,-0.772825695492706,6.39905522790818,-3.90172929881587,0.000557705847069062,0.00121978326620054,-0.74254830639723
OBI1,-0.895547385905272,6.07869532524724,-3.90138692065091,0.000558212867470631,0.00122075331328892,-0.743427873565964
TTPAL,-1.07064433893032,10.0890091673956,-3.90130357819127,0.000558336355964205,0.00122088449083392,-0.743641976518821
DYNLL2,-0.829294655518128,11.1904773299172,-3.90112286012485,0.00055860421797391,0.00122133129654821,-0.744106228553714
DOLPP1,-0.904552577261564,8.4082118355819,-3.90039010098778,0.000559691613553999,0.00122356962367246,-0.745988573891571
RANBP3L,-1.26956596564744,6.27824004782434,-3.89955711057106,0.000560930273149423,0.00122602680895205,-0.748128278076943
UBE2N,-0.740558223021159,8.63084975443186,-3.89954846909665,0.000560943137141338,0.00122602680895205,-0.748150474781126
WTAP,-0.887540967113452,8.01000350004781,-3.89936546318014,0.000561215633961194,0.00122648295588314,-0.748620545063019
IKZF2,-1.61210718790835,4.04004647020225,-3.8988477926325,0.000561987151992963,0.00122802943817512,-0.74995020389137
SLC39A11,-0.841675318287633,9.2755295090417,-3.89765359107813,0.000563770920738935,0.00123178724300557,-0.753017373170812
NDUFA9,-0.578766237414464,7.74269797475821,-3.89713873167635,0.00056454167499642,0.00123333110247797,-0.754339649221198
ZNF506,-1.15150215472172,5.02289836936586,-3.89647316788592,0.000565539569216444,0.00123537077811455,-0.756048895967558
CREG1,-0.751557551903673,11.5728341730426,-3.89598480863877,0.000566272877706105,0.00123683209201316,-0.757303008432394
ZNF513,-0.957214083985082,5.7819292808399,-3.89490853126715,0.000567892285839747,0.00124022823983519,-0.760066746258153
LAX1,-1.25826412345312,3.05665394812492,-3.89484032858531,0.000567995059190798,0.00124031179156555,-0.760241874505055
ISOC1,-0.711946772062173,9.90376878575313,-3.89433918119221,0.000568750788862507,0.00124182100123585,-0.761528675301251
MED22,-0.979871264335294,6.70798984148435,-3.89427385895386,0.000568849367382904,0.00124189519508702,-0.761696400395111
RNF208,-1.49665335572559,6.56817892923772,-3.89418855897271,0.000568978119781952,0.00124203523933326,-0.761915420289131
SIRT6,-1.09077953040402,6.04602323542034,-3.89405294740303,0.000569182871726307,0.00124234113407564,-0.762263619606848
CDC34,-0.921198501442543,9.11647213589394,-3.89389458278043,0.000569422068691261,0.00124272213311267,-0.76267023586826
UQCC1,-0.928651110068039,7.81279916492787,-3.89293715260404,0.000570870291958741,0.00124574135787818,-0.765128430219805
MICOS10,-0.847124714107188,6.91964298902608,-3.89284093621331,0.000571016030028005,0.00124583348803099,-0.765375455649818
BLZF1,-0.813756153658783,6.96237678357758,-3.8928237162122,0.000571042116854569,0.00124583348803099,-0.765419666004607
ARHGEF28,-0.91106249059841,7.42646451542251,-3.89257703443989,0.000571415947007056,0.00124650761162041,-0.766052986801403
PEX19,-0.914517987670729,10.4541353519686,-3.89237725454715,0.000571718876407138,0.0012470269343008,-0.766565885347092
CCDC51,-0.853644755381183,6.76039382744683,-3.89166813855403,0.000572795393099641,0.00124923328784352,-0.768386351970629
SMYD5,-1.05534743451786,6.79457788372003,-3.89132344821608,0.000573319389410554,0.00125023426286501,-0.769271219011647
SPATA2L,-1.31281135783555,6.80249448671915,-3.89018956397972,0.000575046434672393,0.00125371661966989,-0.772181898687746
UBE2V2,-0.684696482624741,8.72473477986973,-3.89018937828082,0.000575046717932332,0.00125371661966989,-0.772182375357073
CCDC82,-1.04325336916851,6.98432417471079,-3.88981941867783,0.000575611315962786,0.00125480525562814,-0.773132009603596
ZFYVE27,-0.790590146921557,6.79361072586421,-3.88945599557661,0.000576166468178219,0.0012558730556379,-0.774064840804034
GUCY1B1,-1.11636525503277,6.18470970427091,-3.88923279999603,0.000576507674183182,0.00125642612592558,-0.774637725075262
ZNF774,-1.51588863318764,3.33079469923423,-3.88920452578991,0.000576550911985201,0.00125642612592558,-0.774710296854602
GPR37,-1.86603690937863,6.67978919928777,-3.88828760734319,0.000577954818437588,0.00125934278413948,-0.777063682970523
TRAF2,-0.98084532179007,6.19012804904429,-3.88762730901335,0.000578967887201322,0.00126140725651013,-0.778758324477615
MCMBP,-0.978795562849335,8.54452269896644,-3.88747525284042,0.000579201427476942,0.00126172207832457,-0.779148561883533
PPP4R1,-0.841484239963537,7.62439827918774,-3.88744777217564,0.000579243644384534,0.00126172207832457,-0.779219087882293
MCL1,-0.832131811260654,10.8711965441667,-3.88642293316594,0.000580820201068112,0.00126501284304231,-0.781849120077919
BHLHA15,-1.89910658880985,1.69775977853422,-3.88595176508891,0.00058154643244522,0.00126645108334383,-0.783058207410762
GATM,-1.05022770438025,14.3545048535199,-3.88574611297694,0.000581863692006803,0.00126699846855032,-0.78358592831952
FUS,-0.766712114896631,9.4962696116913,-3.88569065976901,0.00058194926874775,0.0012670413014355,-0.783728224642988
PARP11,-1.21997353712218,6.11857026535554,-3.88540261831896,0.000582393980023995,0.00126786595696538,-0.78446734738869
GDE1,-0.680328801770772,9.29120646111157,-3.88517961597116,0.000582738505483925,0.00126847234691219,-0.785039567266856
SMARCD2,-0.872112891454449,9.85661582468081,-3.88509203594326,0.000582873866134928,0.00126862335293151,-0.785264293450504
TLCD3A,-1.43502521962929,3.85110263446953,-3.88499243646591,0.000583027841118914,0.00126881483422132,-0.785519859228636
SYF2,-0.571105990991784,8.80675124626017,-3.88437893967626,0.000583977151706006,0.00127073692603825,-0.787094011209821
ING5,-1.05240036983737,7.17949602439121,-3.88375342590438,0.000584946618383184,0.00127270243757545,-0.788698924763129
CLTB,-0.97849267348281,8.60250562363885,-3.88355337827536,0.000585256999834142,0.0012731753286021,-0.789212182036446
GNLY,-1.0696242612774,5.53957062229249,-3.88352798259853,0.000585296413741763,0.0012731753286021,-0.789277338563408
TMEM167A,-0.846596316509437,8.83570728273617,-3.88315250924706,0.000585879449636639,0.00127429940256414,-0.790240659295692
LAMB3,-1.15589672724956,7.25623163479501,-3.88286047934424,0.00058633330822987,0.00127514229080535,-0.790989877877706
TMEM147,-0.808978483215872,8.39790421317981,-3.88271453727453,0.000586560253500391,0.00127548643998158,-0.791364294204811
HNF1B,-0.974770331261268,6.72937090524682,-3.88267339642846,0.000586624244593869,0.00127548643998158,-0.7914698408739
USB1,-0.775485044011414,7.92070195855041,-3.88245567890762,0.00058696299975527,0.0012760786690371,-0.792028388989979
GLIPR2,-1.21550225194167,5.31482080199998,-3.88218871149588,0.000587378646685272,0.00127683791073319,-0.792713274186784
TMEM186,-0.804980587526252,6.56179817218891,-3.88209738997096,0.000587520893272588,0.00127700273297519,-0.79294754975663
CARHSP1,-0.807183502751235,10.5879813942809,-3.88194235830114,0.000587762455085717,0.00127738335960015,-0.793345263287256
HLA-A,-0.871805197386401,12.8131096668729,-3.88183319014247,0.00058793261335983,0.00127760873650308,-0.793625317259368
ACP1,-0.923692690077134,9.90764316323619,-3.88176491567926,0.000588039055992418,0.00127769562064356,-0.793800463665965
LRCOL1,-1.622895422343,4.93704082781989,-3.88162955383339,0.000588250146451271,0.00127800983902426,-0.79414770864512
GAL3ST1,-1.45371423229967,5.18835550269681,-3.88147701234069,0.000588488116853922,0.00127838237813747,-0.79453902061359
UBE2J2,-1.02875881718994,7.89539370464963,-3.88041310578052,0.000590150479002898,0.00128184871300765,-0.797268119785823
CD79A,-0.982860392224286,4.1831976553997,-3.88028754202353,0.000590346976998851,0.00128213066344362,-0.797590197920871
PPP1R37,-1.11581318351929,7.25186043388224,-3.87995200788024,0.000590872378090138,0.00128312678965129,-0.798450847447304
TM4SF4,-0.804388141295076,12.3526108235991,-3.87961688612579,0.000591397591289375,0.00128412228287082,-0.799310418092717
FRMD6,-1.28773648058584,5.65165206086272,-3.87916178510433,0.000592111573032656,0.00128552738470388,-0.800477695822469
NR4A1,-1.56948078587156,3.1370919245659,-3.87797926662227,0.000593970713355987,0.00128941813056333,-0.80351052722558
ENGASE,-1.28421498783014,5.55183759422175,-3.87754921218824,0.000594648258307428,0.00129074322749919,-0.80461343216356
TMED3,-0.750116277588982,6.79647000193129,-3.87745953105631,0.000594789645222484,0.00129090437225133,-0.804843421367904
BBS4,-0.958786076569387,6.23868455255174,-3.87725400918481,0.000595113785406819,0.00129146207522814,-0.805370480946505
USP14,-0.814251697785862,8.71116246964639,-3.87637905701345,0.000596495662140233,0.00129431479736411,-0.8076142014102
WDSUB1,-0.922692602993395,5.61612479615515,-3.87631196583541,0.000596601754036447,0.00129439890772494,-0.807786243545963
ZNF511,-0.941898069170395,7.27375365366579,-3.87626780259196,0.000596671599880523,0.00129440436782928,-0.807899491038206
EIF3H,-0.750218823970993,10.5390730651447,-3.87582076056397,0.000597379065469299,0.0012957929068766,-0.809045817048117
YIPF4,-0.679191007361018,9.52630198309297,-3.87568198551027,0.000597598850997743,0.00129612341047288,-0.809401662847391
PCTP,-0.952167308535065,10.1461067389985,-3.87543549529117,0.000597989426407275,0.00129682422139649,-0.810033701993191
DPM2,-0.661214423087379,7.59653138673119,-3.87520035916706,0.000598362244062755,0.00129748636838557,-0.810636616798261
TPI1,-0.687998953854587,12.1409071603518,-3.87499440345607,0.00059868898231006,0.00129804845888247,-0.811164701254741
MACIR,-1.25647138122126,3.34685295065034,-3.87488325878954,0.000598865380359434,0.00129828449903136,-0.811449680416858
NDUFA12,-0.833868470178317,8.84495472048496,-3.87460781522861,0.000599302757446835,0.00129908620046402,-0.812155918158891
MED30,-1.35359466802262,5.36800075462146,-3.87416818746939,0.000600001491974178,0.00130045419201844,-0.813283094779668
TTC19,-0.802077063492531,9.01231812213288,-3.87405219107061,0.00060018598724605,0.00130070742924195,-0.813580495820981
PCSK1,-1.0031710085256,0.484289452391671,-3.87276329927887,0.000602239750790275,0.00130501118225237,-0.816884890782915
MAB21L3,-1.73677571310859,2.49937130520776,-3.87266115598427,0.000602402803807319,0.00130521739019449,-0.817146747114365
CHMP2B,-0.886291510108791,8.41973310073463,-3.8724636376804,0.000602718228342281,0.00130564038994006,-0.817653102884729
HS3ST3B1,-1.03178689037411,9.20680185115577,-3.87243529588227,0.000602763501731183,0.00130564038994006,-0.817725759003901
TMEM160,-1.64856679941746,6.53402881515921,-3.87241133864693,0.000602801773789753,0.00130564038994006,-0.817787174880827
PYGO2,-0.824097280698545,7.75584914945036,-3.87193942364629,0.000603556151449529,0.00130712707126475,-0.818996936472346
FAM151B,-1.52671833019072,2.72779979810504,-3.87177050335601,0.000603826403210578,0.00130756505989225,-0.819429956071716
IFT74,-0.748997031971103,6.69287868539584,-3.8714442876377,0.000604348644331166,0.00130854856259339,-0.820266180165158
RBP7,-1.48427840894128,4.66983929258444,-3.87099001339761,0.000605076633315539,0.00130997728327604,-0.8214306369641
UNG,-0.859826632635514,9.076188299284,-3.87056638635545,0.000605756284121246,0.00131130104292658,-0.822516499510857
SCLT1,-1.04543576664499,4.77592510788784,-3.869010158464,0.000608259469095871,0.00131657152593651,-0.826505210452209
APOM,-0.863470254518148,11.9081953732493,-3.86891423299446,0.000608414096233474,0.00131675796466155,-0.826751058485931
KIR3DL2,-1.34732424609013,1.06176072809369,-3.86848522529816,0.000609106107392291,0.00131810726188843,-0.827850543824139
SELENOP,-0.997588425243528,15.6373608489705,-3.86741579470511,0.000610834515288444,0.00132169876830842,-0.830591189161383
NAA80,-0.904314952594558,5.51947501462925,-3.86561304682969,0.000613759000313578,0.00132787719795504,-0.835210624883172
PSMB4,-0.765014569554861,10.7548548911453,-3.86556190843487,0.000613842158882926,0.00132790767463984,-0.835341654995005
ZNF569,-0.95891369973417,5.63436090352419,-3.86474832457621,0.000615166653316425,0.0013306231896949,-0.837426205280965
