,logFC,AveExpr,t,P.Value,adj.P.Val,B
PLCB2,-2.66291191392186,6.26196861294732,-11.9181741264546,2.1657036648772e-12,9.68270999006142e-10,18.3582770255699
DENND3,-2.709168602952,5.63315736201147,-11.8267236453715,2.58974650459901e-12,1.13154264888445e-09,18.183817808944
HSPG2,-2.88835336394092,9.93433392903184,-11.8089861628638,2.68143450719311e-12,1.14556840890639e-09,18.1498617060001
DOCK2,-2.59581264415301,6.5247006622235,-11.7923715727033,2.77035001302679e-12,1.15782563044435e-09,18.1180202192601
PRF1,-2.44402193125091,6.30042012150798,-11.7364084788015,3.09282474538455e-12,1.26488851518947e-09,18.0105185183485
FMNL2,-2.74243273730438,5.69674149919116,-11.7258124186263,3.15810916666292e-12,1.26488851518947e-09,17.9901206922313
FSCN1,-2.95167809482943,7.95768513374271,-11.6765650430912,3.48067503778496e-12,1.36563219594726e-09,17.8951355925228
VAV1,-2.88663496894958,5.83872975994036,-11.6596707576962,3.59898820236905e-12,1.3838109638109e-09,17.8624818827068
MRC1,-3.47234176580879,9.19814187239571,-11.6391602324239,3.74820950215531e-12,1.41292799370462e-09,17.8227910610403
NOVA2,-2.66896741736601,5.03448619165879,-11.5490890093868,4.48284182401738e-12,1.6573583474372e-09,17.6478711848227
ITPKB,-2.05783839090508,6.92261826291196,-11.4271170162763,5.72088421577778e-12,2.04229380357141e-09,17.4093836798985
CD5L,-4.06889632711928,9.43867538648998,-11.4257600829795,5.73648194501202e-12,2.04229380357141e-09,17.4067200129152
ARHGEF18,-2.40163441552092,3.9711288928355,-11.3903471734561,6.15940223151051e-12,2.15299105274163e-09,17.3371222849758
FLT4,-3.23536704555139,7.21736539257797,-11.3604817412171,6.54096236917411e-12,2.19864392171381e-09,17.2783041746687
DCHS1,-2.93322868114328,7.09914294564116,-11.3538650475095,6.62873936421174e-12,2.19864392171381e-09,17.2652577609168
TCF7L1,-2.57747929790005,6.6523995993438,-11.3535386943331,6.63309999788821e-12,2.19864392171381e-09,17.2646141333754
SMARCC2,-2.14753352133111,8.50817006618825,-11.3285475803831,6.97594659184699e-12,2.20671689054737e-09,17.2152871100199
FCER1G,-2.75911319449213,8.20093330850491,-11.3248418102795,7.02831607334718e-12,2.20671689054737e-09,17.2079659948603
CLEC4G,-2.61801199118626,9.41985152497398,-11.3196944363119,7.10173009855197e-12,2.20671689054737e-09,17.1977939623598
LRCH4,-2.34157797704682,5.38416744555251,-11.3057033284648,7.30529050647812e-12,2.20671689054737e-09,17.1701283318129
TMEM63C,-3.20574914280193,2.06459553460034,-11.3044596586366,7.32367311899093e-12,2.20671689054737e-09,17.1676679322367
SPRED1,-2.06432382501142,6.82805027262522,-11.3029428335994,7.34615765903937e-12,2.20671689054737e-09,17.1646668737191
C5orf51,-2.30050137945014,7.68821415485584,-11.264798961308,7.93555395251042e-12,2.34709268826174e-09,17.089102692228
TIMD4,-5.39664233980012,5.78865079397326,-11.235775326486,8.41647651768463e-12,2.41528829316453e-09,17.0314820675482
RGL1,-2.55811074520283,7.92018161664884,-11.2357218583395,8.41738963027432e-12,2.41528829316453e-09,17.031375818273
STK10,-2.08272716971453,7.40576615529368,-11.1969279105418,9.10752297505232e-12,2.57488425287325e-09,16.9541903301834
PPFIBP1,-2.19828641292826,8.61659993288774,-11.1788336524072,9.44906876925675e-12,2.63272966795596e-09,16.9181238168132
ZNF366,-2.18432632726104,4.11635970565288,-11.1483523200584,1.0054526979087e-11,2.76140401675639e-09,16.857272020977
IGSF6,-2.27294901515102,7.08065239396293,-11.1362469926911,1.03059222650394e-11,2.79058247247019e-09,16.8330723994161
CD209,-3.82425572909156,6.53231495211365,-11.1132991819927,1.08003856978352e-11,2.84604577408521e-09,16.7871461387661
LPCAT1,-2.1618694552534,6.85306626935188,-11.1130072082006,1.08068318079699e-11,2.84604577408521e-09,16.7865613661529
SEC14L1,-2.51646655836616,8.72237357306981,-11.0756111915766,1.1666054933333e-11,3.03080954180171e-09,16.7115731606781
LRRC25,-2.47063722728943,6.09660821285577,-11.0523365595562,1.22360087171706e-11,3.10795459845184e-09,16.664811016418
HIPK2,-2.15220294706394,10.8194063214258,-11.0503357725095,1.22863224698226e-11,3.10795459845184e-09,16.6607878869029
ZNF407,-2.17856719181203,6.88273955356198,-11.0290863503396,1.28339982225469e-11,3.20433267309695e-09,16.6180282803438
ENG,-2.49419099550727,10.3648417407144,-11.0170369109776,1.31556515870717e-11,3.23605831408321e-09,16.5937556674187
RAB3IL1,-2.29791076634388,6.79131317121799,-11.0118111603338,1.32977168693146e-11,3.23605831408321e-09,16.5832229939938
STRN,-1.90272530253411,7.860269615598,-10.995316130048,1.37565832464792e-11,3.30587891141952e-09,16.5499535813193
TGFBR3,-2.22233007524945,8.87313108949713,-10.9512739982354,1.50632657702088e-11,3.57520104237363e-09,16.4609510764363
SPSB4,-3.78787541635798,2.87003858556354,-10.9071983241949,1.64990738877042e-11,3.86822799379406e-09,16.3716291985627
LIX1L,-2.47261134982334,7.87559909982732,-10.8801465839179,1.74493141856566e-11,4.04172367734034e-09,16.3166823830621
TOX2,-2.22773944125961,5.17022444362759,-10.8398218051856,1.89714655216932e-11,4.2648571623334e-09,16.2345989505385
IRF8,-1.95659402783114,7.13154046890991,-10.8391386447445,1.89983977912522e-11,4.2648571623334e-09,16.2332065128569
MS4A7,-2.68385153486952,8.25772937509649,-10.8323727873602,1.92672607356114e-11,4.2648571623334e-09,16.2194128577155
TBXAS1,-2.5061760757053,6.83374797938405,-10.8312804082019,1.93110353486681e-11,4.2648571623334e-09,16.217185248159
RAB31,-1.86836689425517,7.19506845861452,-10.8260551896605,1.95218429277159e-11,4.2648571623334e-09,16.2065276860654
FABP3,-2.44005698244534,5.26671785554368,-10.819631741304,1.97842383238166e-11,4.27361777275702e-09,16.1934212857137
NOTCH4,-2.49450498281651,6.43620386009875,-10.7747064887604,2.17237581694815e-11,4.59751582225891e-09,16.1016051755803
TGFB1,-2.44536156746451,8.08570444199684,-10.7716053874516,2.18646497091563e-11,4.59751582225891e-09,16.0952575552056
PLTP,-2.43191833269597,8.40049399403125,-10.7686212128186,2.20011160284952e-11,4.59751582225891e-09,16.0891480829461
LPAR5,-2.89892516441917,4.45642856676096,-10.7595733184753,2.24202536838059e-11,4.63472448463622e-09,16.0706172900786
NDST3,-3.8593645525607,3.88453364554913,-10.7436806197714,2.3176457684431e-11,4.74007871258708e-09,16.038041849102
TMC8,-2.69595777185892,5.95041999239385,-10.7041316937526,2.51742186265002e-11,5.09446687467858e-09,15.9568342313248
CPNE2,-2.27627850385644,7.27487490417823,-10.6939929828245,2.57143166523479e-11,5.1005549898579e-09,15.9359828883471
KCNQ1,-2.21992949919485,5.08905361089668,-10.6924835510635,2.57957382594075e-11,5.1005549898579e-09,15.9328774255273
CMIP,-2.10557214394679,8.73798742603894,-10.6887141121719,2.60002282968049e-11,5.1005549898579e-09,15.9251209795024
RBMS2,-2.63854213135658,6.91196127288101,-10.6811992294706,2.64128943453889e-11,5.11524555578651e-09,15.9096518890023
ZC3H4,-2.33027328276826,7.81951471112824,-10.6738597749977,2.68224281480008e-11,5.11524555578651e-09,15.8945367426467
FLT1,-2.72198436657695,8.04324883880048,-10.6725125311302,2.68983091700933e-11,5.11524555578651e-09,15.8917614086973
MCOLN1,-2.32006909602922,7.62445927968002,-10.6624193626438,2.74738536661824e-11,5.11524555578651e-09,15.8709617983464
SIGLEC5,-2.05040890628133,1.05651924211282,-10.6600729719744,2.7609456542463e-11,5.11524555578651e-09,15.8661245267393
ST8SIA4,-3.00544000002211,5.02994699036436,-10.6590025052755,2.76715494305226e-11,5.11524555578651e-09,15.8639174334751
FXYD6,-2.28003797493903,8.2999325189388,-10.6397685776576,2.88120162104791e-11,5.27534296806153e-09,15.82423511668
CD163L1,-3.62652733381027,4.65829094215044,-10.6292591361204,2.94554719945146e-11,5.34227782164663e-09,15.8025320572115
TMC6,-3.01157641426734,6.10177292709543,-10.6091442596636,3.07285479781422e-11,5.52108724186713e-09,15.7609521862989
DAB2,-2.09100195024476,8.47148941794095,-10.5994253113255,3.13637951677141e-11,5.58304594536393e-09,15.740842818543
SHE,-2.27281639023308,6.9435786349148,-10.5723720620329,3.32040901624735e-11,5.81201653628995e-09,15.6848015391159
TRIP10,-1.7739873902984,6.48797270949726,-10.5716498678101,3.32547110008788e-11,5.81201653628995e-09,15.6833041754778
EPB41L2,-2.60569726382058,8.20036645797062,-10.539879096454,3.55619660246909e-11,6.12941227242931e-09,15.6173638559255
HCK,-2.23798464008366,6.58822722279998,-10.5379346525341,3.57084095975076e-11,6.12941227242931e-09,15.6133238181208
ARRB1,-2.3679747393135,7.71379884865991,-10.5232696374612,3.68330458515671e-11,6.26650713713608e-09,15.5828376777604
LBR,-2.08548976018203,8.75283423181314,-10.5137169556599,3.75851471006072e-11,6.33837239481731e-09,15.5629639006881
PLXND1,-2.48192538730106,9.04704241991132,-10.4960882690808,3.90148013515324e-11,6.52225700854965e-09,15.526256705856
IQGAP1,-2.74194828695926,9.01636375537388,-10.4900991099,3.9513132624624e-11,6.54862047162411e-09,15.5137764400635
DNASE1L3,-2.314110833762,10.8270783830177,-10.4708934874067,4.11557229297688e-11,6.76255361816073e-09,15.4737234546977
LIPA,-2.2298457271315,11.4704003008708,-10.4532633058751,4.27253424862428e-11,6.96097211269507e-09,15.4369128718228
CDC42BPB,-2.07882736976156,10.1170859067798,-10.434504967374,4.44630781865854e-11,7.12312899304288e-09,15.3977013804562
CITED2,-2.36730213232896,9.51571888719526,-10.4327123394006,4.46329016369655e-11,7.12312899304288e-09,15.3939517091536
MSR1,-2.62403505067541,7.05386532972139,-10.4306177353433,4.4832177277409e-11,7.12312899304288e-09,15.3895698471674
HMOX1,-2.60426744082758,9.4741239585866,-10.4168704016028,4.61629595650718e-11,7.21261130625594e-09,15.3607962493263
SASH1,-2.22654878382173,7.6580960375242,-10.4151417873233,4.63331438887306e-11,7.21261130625594e-09,15.3571764239272
CD180,-2.6922953220239,5.67043833826976,-10.4132425072568,4.65208739649278e-11,7.21261130625594e-09,15.3531987547267
ABI3,-2.10783939252394,6.29101383620385,-10.3929242673988,4.85787777862456e-11,7.47141602352458e-09,15.310616103559
VSIG4,-3.38462502735466,8.0434376994946,-10.3782412933168,5.0123966852093e-11,7.64788303755149e-09,15.279809482477
NFAM1,-2.74741075299214,6.26718808899074,-10.3711868040561,5.08842315354377e-11,7.70275079739204e-09,15.2649980943247
PHF8,-2.25273218937975,8.25061480921829,-10.3525170674672,5.29539746696998e-11,7.95343877363265e-09,15.2257676225626
SEMA6A,-2.63056677189056,7.25039433584175,-10.3351561601346,5.49562455854578e-11,8.19018466186377e-09,15.1892455812903
PREX1,-2.41312195564659,7.31918623352412,-10.3276219014771,5.58492369084781e-11,8.25924291973455e-09,15.1733832637763
ADA2,-2.47587227679408,8.68631623415556,-10.322303632274,5.64885448351925e-11,8.29001736226394e-09,15.1621818269005
PITPNM3,-2.64114230607732,7.12894082349134,-10.3066442909109,5.84149693831913e-11,8.45682713331941e-09,15.1291778501238
EBI3,-3.31718513599313,4.86858540991425,-10.30584642692,5.85149117935568e-11,8.45682713331941e-09,15.1274953752258
NCEH1,-2.08716114256545,6.00964242217987,-10.3024299808142,5.89448549214461e-11,8.45682713331941e-09,15.1202900694405
SEMA6B,-2.91099608942857,5.39452698443233,-10.2891535632169,6.06466761274957e-11,8.61598132323974e-09,15.0922751796199
FCGR3A,-2.93605568690819,8.87770261546847,-10.2868236174594,6.09505050694723e-11,8.61598132323974e-09,15.0873562686096
UBXN7,-1.84983607724455,8.14239549638979,-10.2524621846555,6.56173788796165e-11,9.20798619679291e-09,15.0147289222714
CDH5,-2.72864295505538,8.32377136242034,-10.228937705519,6.90227739195781e-11,9.61567267104268e-09,14.9649155058837
HCFC1,-2.52509107626083,8.59613068275282,-10.2220686697373,7.00509930774557e-11,9.62346372882723e-09,14.9503562032027
SMTN,-2.40884012779717,7.33642420644227,-10.2218774548391,7.00798398978316e-11,9.62346372882723e-09,14.9499508218954
CLCN6,-1.82833240798318,6.8915805437636,-10.2085446221524,7.21216316735582e-11,9.83360545336281e-09,14.9216726978467
SCN1B,-2.4676441399844,6.10005403325968,-10.2044967201412,7.27535447404458e-11,9.84116569442298e-09,14.9130826147667
LIG3,-1.8447500625193,7.39835379553429,-10.2016530312781,7.32008683642385e-11,9.84116569442298e-09,14.9070466834637
RERE,-2.20872778865334,8.78174823912398,-10.1899536582652,7.50711536583493e-11,9.96759975286502e-09,14.8822024892558
ACVRL1,-2.87081501950591,6.22898262096027,-10.1892927849584,7.51782556132863e-11,9.96759975286502e-09,14.8807985426798
ATXN7L1,-1.78655091451928,7.10060219565455,-10.179464994154,7.67896114259267e-11,1.01115087648181e-08,14.8599136348636
LAPTM5,-2.21232087398122,9.8861014727864,-10.1734073437801,7.7800450248724e-11,1.01749228301477e-08,14.8470341245737
KCNJ10,-4.26229045361511,4.83511800851975,-10.1427579045768,8.31284928199721e-11,1.07982788815133e-08,14.7817928484996
KHSRP,-2.11473123700224,9.93322619665994,-10.131633318378,8.51538563857151e-11,1.09871334833247e-08,14.7580814110566
SLC43A2,-2.25444677847729,6.62922115489404,-10.1250535521901,8.63755678457149e-11,1.10704686122258e-08,14.7440491479464
KCNAB1,-3.91677080757805,4.23494949390515,-10.1185259780815,8.76053835215152e-11,1.11537317761664e-08,14.7301224190425
ATP13A2,-2.51829486589819,6.81387169510397,-10.1022277647625,9.07551466275921e-11,1.14787348283912e-08,14.6953246978122
PIK3CD,-2.12192707849131,6.53180589677436,-10.0865929167331,9.38860623274957e-11,1.17971212303667e-08,14.6619095881539
ZNF609,-1.97905933836318,8.23915365057104,-10.0637485254947,9.8661452047529e-11,1.22725376267429e-08,14.6130266955132
CTSB,-1.88881218759825,14.1897430023923,-10.0605930101927,9.9340419653596e-11,1.22725376267429e-08,14.6062689124932
ARAP3,-1.99568466677411,6.0820051260712,-10.0594631243732,9.95847006383301e-11,1.22725376267429e-08,14.6038488460677
P4HA1,-4.00420371792522,8.21585496632183,-10.0457497358025,1.0259918955732e-10,1.25634994856018e-08,14.5744628053739
KCNJ2,-3.84822995762687,3.78874873650858,-10.0348609221121,1.05059430974483e-10,1.26657097779067e-08,14.5511113387676
C20orf96,-1.51607565158416,4.75448715828427,-10.03480158074,1.0507300339939e-10,1.26657097779067e-08,14.5509840350044
ROCK2,-1.98398975710729,8.89239425723269,-10.0333292512823,1.05410328450719e-10,1.26657097779067e-08,14.5478253257477
RASGRP2,-3.28729635048555,6.02603341544842,-10.0243544560142,1.0749073252728e-10,1.28354616946395e-08,14.5285646116975
CLEC3B,-2.21662475812804,6.22928382393024,-10.011854221253,1.10458840006773e-10,1.31084641921618e-08,14.5017198062576
GJD3,-2.79717362449542,2.14415238716479,-10.0023670491469,1.12767600213454e-10,1.32178704403712e-08,14.4813315512397
NCOA3,-2.4110985493026,8.04969563645937,-10.0014056626847,1.13004307982593e-10,1.32178704403712e-08,14.4792648182447
ARHGAP25,-1.99867500765533,6.51308736599366,-9.99962791369228,1.13443361386801e-10,1.32178704403712e-08,14.4754427862177
MARCHF1,-2.2693383951274,5.63958176763545,-9.99662960316718,1.14187831320629e-10,1.3224464199633e-08,14.4689956641821
GIMAP4,-1.9351817097068,8.51349235617539,-9.96948155025803,1.21161282681486e-10,1.39480578416262e-08,14.410565015455
DYSF,-2.37545778108315,9.17981609059575,-9.95967882378209,1.23785473000619e-10,1.41243257821996e-08,14.389442068333
CETP,-3.76060697494367,8.05775349549439,-9.95829047729687,1.24161823521027e-10,1.41243257821996e-08,14.3864494000877
NR2F1,-2.21376542662598,8.27421883612153,-9.95040242016479,1.26322518072161e-10,1.41606149640608e-08,14.3694412281508
MARCKSL1,-2.02554054935589,8.56377205235044,-9.9503858234266,1.26327104719802e-10,1.41606149640608e-08,14.369405433475
ADAP2,-2.17144763862517,7.14443254200528,-9.94865513886724,1.26806333736023e-10,1.41606149640608e-08,14.3656726095684
LGMN,-2.01985414334241,10.5578856942449,-9.94642319143024,1.27427120352796e-10,1.41606149640608e-08,14.360858037048
MAF,-2.46432561590937,9.70013673279878,-9.93375224302022,1.31011003216741e-10,1.44274390919403e-08,14.333512487322
CCNI,-1.37432819836332,11.7138458129533,-9.93125186933374,1.31730354459748e-10,1.44274390919403e-08,14.3281137793693
RASA3,-2.07133705479665,6.3910498011607,-9.93004317200482,1.32079546433367e-10,1.44274390919403e-08,14.32550370326
PRKAR1A,-1.98298093925909,10.7120392483061,-9.92738720867433,1.32850195265317e-10,1.44296327908233e-08,14.3197676853046
BMP6,-2.99292964995263,4.99232427115096,-9.91501185540426,1.36502340195741e-10,1.47430196082198e-08,14.2930282985536
SLC16A1,-2.73572968533455,9.45483164821882,-9.91104888866925,1.37693533152633e-10,1.47819318502125e-08,14.2844611268114
PLBD2,-1.89705647737672,9.83697502512309,-9.90871382054029,1.38400402238661e-10,1.47819318502125e-08,14.2794121586562
UTRN,-2.47157526289978,8.63688068759046,-9.88705533353729,1.45137070290412e-10,1.52710544542703e-08,14.2325460516034
PDE1B,-2.60182475819513,5.04270018081634,-9.88704748165076,1.45139572649133e-10,1.52710544542703e-08,14.2325290495822
MID1,-1.70216478813334,6.38878165146616,-9.88634708790321,1.45362963075759e-10,1.52710544542703e-08,14.2310124236907
NFIX,-2.00289469281027,10.2197198158732,-9.867747253366,1.51426338375876e-10,1.58215834525882e-08,14.1907120843218
ELF4,-2.49793159597505,5.32820760809283,-9.85659032927833,1.55187393154985e-10,1.61269061265112e-08,14.1665157234179
FGL2,-2.41419445290308,8.43675166321018,-9.8522426712703,1.5667885664921e-10,1.61943603176402e-08,14.1570822333474
LYN,-1.89818663976424,8.05592503454704,-9.84631120417148,1.58737412798282e-10,1.63193944441015e-08,14.1442080613673
ACTB,-1.77127348585322,14.0163838575911,-9.8331506876352,1.63404596615764e-10,1.67098583507344e-08,14.1156262081638
GATAD2A,-2.14950562762075,8.42785148431121,-9.81818485025737,1.68883560691089e-10,1.71759085027023e-08,14.0830948832464
PTPRS,-4.12017440711052,7.12109285651691,-9.81586682635929,1.69748900676901e-10,1.71759085027023e-08,14.0780534493877
PIP4K2A,-2.02881147470117,7.92279977754684,-9.80860377604337,1.72489854585466e-10,1.73618714890345e-08,14.0622524081812
TTC28,-1.74591671494967,7.70784077024555,-9.80328153376262,1.74527191678636e-10,1.74104493123958e-08,14.0506690986017
PGAM1,-2.14298184461304,8.62084752212256,-9.8026159564893,1.74783704410527e-10,1.74104493123958e-08,14.0492202666053
PDE2A,-2.5952422208468,8.43667534265788,-9.79348862788898,1.78340666989155e-10,1.7621030481485e-08,14.0293457514003
STK4,-2.07499603600904,8.08209110194483,-9.79249874733893,1.78730868342761e-10,1.7621030481485e-08,14.0271896293127
FAM174B,-1.99875767634929,6.0168835351414,-9.78531002946854,1.81591010376209e-10,1.77286221340107e-08,14.0115274100693
SNRNP27,-1.82466247322984,7.07842092463466,-9.78512185800776,1.81666505092333e-10,1.77286221340107e-08,14.0111173419644
HOMER3,-2.25281070032554,4.74798299612843,-9.77865458191251,1.8428086418907e-10,1.78700605837533e-08,13.9970207480834
LRRK1,-2.55197055145248,5.60004221173491,-9.77695357507159,1.84974879384495e-10,1.78700605837533e-08,13.9933121483387
CRHBP,-2.78318354786071,9.75797068740621,-9.76982943001009,1.87910822120021e-10,1.8062927776287e-08,13.9777755228455
STAB2,-3.45185871223966,9.11390931117075,-9.75792421601182,1.92924292227356e-10,1.84525846670195e-08,13.9517966726453
SNX27,-2.02358816334939,7.64663417849845,-9.74977915543025,1.96433221399905e-10,1.85846220451685e-08,13.9340118474044
GPR34,-2.91687410864983,4.70995242273649,-9.74806858391883,1.97178428617631e-10,1.85846220451685e-08,13.9302756444391
AGO2,-1.92831826287604,7.78001510852336,-9.74800809832102,1.97204832104779e-10,1.85846220451685e-08,13.9301435254413
SYNE2,-1.97438323723374,9.12724078318761,-9.74355282111785,1.99159684847145e-10,1.8677292396031e-08,13.9204104657342
BIRC6,-2.28468753503851,8.94243400518549,-9.73572751594624,2.02641496863656e-10,1.88855400279725e-08,13.9033086275281
ZBTB10,-1.96302181608347,8.6514790409905,-9.73296020713514,2.03887691611586e-10,1.88855400279725e-08,13.8972587995754
NFIC,-2.20999319375264,11.7537061809928,-9.72928412470182,2.05555306822385e-10,1.88855400279725e-08,13.8892206116757
GIT2,-1.67849514439554,7.98728801502657,-9.72825359081658,2.06025305013263e-10,1.88855400279725e-08,13.8869668960931
ATN1,-2.13036756085167,8.20942917679763,-9.72766993232179,2.0629198470087e-10,1.88855400279725e-08,13.8856904056657
MTR,-2.20043216243884,7.29060568905322,-9.71448233857299,2.12412905563014e-10,1.930586828364e-08,13.8568360550875
CD93,-2.22033589673186,8.20361412614168,-9.71346714449463,2.12891759486694e-10,1.930586828364e-08,13.8546138322117
KIAA1217,-2.15795957029236,8.40783232287879,-9.7105311719993,2.14282864613193e-10,1.93407890713082e-08,13.8481863016755
CYRIA,-2.32758835339114,5.96597746876261,-9.7039368230349,2.17441470713088e-10,1.95341695068183e-08,13.8337454293519
THEMIS2,-2.24522949478385,6.25360125069846,-9.69443356061748,2.22077680075297e-10,1.98137730692984e-08,13.8129238994953
IRAK3,-2.68805660701927,5.09106119239586,-9.69334518712215,2.22615083639452e-10,1.98137730692984e-08,13.8105384977083
CD38,-2.77724967899908,5.68852244275585,-9.67186453636251,2.3349904509141e-10,2.06867241561399e-08,13.7634258968558
PIK3C3,-1.4679426353639,7.99655134806603,-9.666062035585,2.3653174398016e-10,2.0787440547494e-08,13.7506886769057
ZEB2,-2.22842994600918,8.13771884400901,-9.66443674312263,2.37388434682518e-10,2.0787440547494e-08,13.7471201283619
FBXO46,-2.31471786913381,6.23637428963921,-9.66335276537679,2.37961568119864e-10,2.0787440547494e-08,13.7447399080259
RFLNB,-2.3782376746457,7.46261407979139,-9.66146899992943,2.38960955058319e-10,2.0787440547494e-08,13.7406031146499
ROBO4,-2.30249176587283,7.77416694175062,-9.65230216723246,2.4388603460327e-10,2.11203108794949e-08,13.720465593672
C3AR1,-2.48208015804378,6.13266196107396,-9.64559550436785,2.47555225678987e-10,2.13419247250158e-08,13.705725231655
RNASET2,-2.17439560347556,7.91877479790221,-9.63088004730843,2.55805830102184e-10,2.19547637665826e-08,13.6733609886712
TIMP2,-2.48572854271802,10.1729999525403,-9.6270331913202,2.58008836766404e-10,2.20454217192627e-08,13.6648955624975
LILRB2,-2.42050991216746,5.93071324673032,-9.62295956109079,2.60362943636998e-10,2.20534806998802e-08,13.6559288826166
CXCL16,-2.14880310239841,9.19269561070348,-9.62175222968704,2.61064873000051e-10,2.20534806998802e-08,13.6532709253254
MAN2B1,-1.9498106910587,9.15322185907197,-9.61973798981336,2.62240255344159e-10,2.20534806998802e-08,13.648836102561
SHROOM4,-2.41205749098289,4.89432340057037,-9.61896689093474,2.62691655670875e-10,2.20534806998802e-08,13.647138199757
ABCC1,-2.17044121332007,5.44587307594891,-9.61549710856253,2.64732748881224e-10,2.21282047706153e-08,13.6394969859889
ITGAL,-1.69792849122005,8.22821459081852,-9.60561938662509,2.70632870750104e-10,2.24787719557842e-08,13.6177350559682
LYVE1,-3.78525774274889,8.79041660963111,-9.60457376528654,2.71265284459918e-10,2.24787719557842e-08,13.6154306301675
MYO1F,-1.95760755125799,7.29004757201831,-9.6023899962354,2.72590968886442e-10,2.2491679728935e-08,13.6106173775803
NCOR2,-2.35246045026265,9.64624046946562,-9.57091384687909,2.92454742713592e-10,2.40275317464479e-08,13.5411679907346
KAT6A,-2.13048599418156,8.62917638242671,-9.5646593683777,2.96575468854932e-10,2.41108785867579e-08,13.5273518295073
AGAP1,-1.87115389344887,7.61934018452216,-9.56440793525859,2.96742364190476e-10,2.41108785867579e-08,13.5267963007007
RFX3,-2.23435582402224,4.48464899371038,-9.56367166523831,2.97231637194363e-10,2.41108785867579e-08,13.525169499259
HCLS1,-1.87649941366853,8.31061055267205,-9.55890417289854,3.00419871320282e-10,2.42671093534976e-08,13.5146338400945
PRDM2,-1.61661475811319,7.2428649158856,-9.55359171202649,3.04013911578352e-10,2.44546755234051e-08,13.5028901801684
HECW2,-2.48909624361158,6.62079300628699,-9.54766375767695,3.08076469120312e-10,2.46782088284916e-08,13.4897813417022
HDAC9,-2.53172688745928,4.95953099039197,-9.54364834955507,3.10859921560802e-10,2.47978505892383e-08,13.4808990881532
LRRTM2,-3.14933353464018,2.27635791346688,-9.53998088919921,3.13424722340959e-10,2.48991334173758e-08,13.4727845743043
TPM3,-1.54281880660258,10.9726355487039,-9.52874841900206,3.21415943146656e-10,2.53780639512797e-08,13.4479204460789
NFAT5,-2.62608754165385,6.6241054575209,-9.52780925043371,3.22093503464876e-10,2.53780639512797e-08,13.4458407227628
SOX18,-3.17831212379164,6.10542396046279,-9.52231320685163,3.26088093484699e-10,2.55879330499728e-08,13.433667686981
TUT7,-2.27199531214016,9.55953723754729,-9.51417064638716,3.32099855167854e-10,2.59537386813089e-08,13.4156253215776
DST,-2.14417470959958,9.76290478660634,-9.50934569498494,3.35715716187847e-10,2.60365917845312e-08,13.4049298463918
CDH2,-2.06476008447248,10.4432225243829,-9.50914280151681,3.35868648247789e-10,2.60365917845312e-08,13.4044800220908
ATP1B2,-3.19341244321505,5.17151587310145,-9.50492220768026,3.39066202034884e-10,2.61789065627336e-08,13.3951214848762
NCKAP1L,-2.35447623044627,7.94216371687708,-9.49139162374335,3.49529215682276e-10,2.6878796685967e-08,13.3651029203593
CREBBP,-2.10334561865851,9.14285325014996,-9.48854599820974,3.51771530478339e-10,2.6943456866319e-08,13.3587864930615
FGD2,-2.80952787030133,5.71472013070124,-9.48088397623634,3.57882751001672e-10,2.73027614603458e-08,13.341773586841
NFYC,-1.88406774642825,8.48984109659238,-9.47322181930993,3.64103039955752e-10,2.76675136092859e-08,13.3247523051711
F7,-1.7395371734783,11.8310151626142,-9.46479206878544,3.71074736320936e-10,2.80862669518503e-08,13.3060165030439
SIGLEC11,-2.43561175034416,4.67233214560382,-9.45451115430395,3.7976311288428e-10,2.8631160177256e-08,13.2831531047671
RASGRP4,-2.66920765805371,4.03275801280056,-9.44706838650992,3.86182977313721e-10,2.90014364799073e-08,13.2665922934689
CYTH4,-2.06272443080267,6.00947981023821,-9.44505589155272,3.87937929458477e-10,2.90198704040437e-08,13.2621130061057
ZC3H18,-1.83594748577273,8.0659750126493,-9.4380732858084,3.94090645511001e-10,2.93658630230581e-08,13.24656722932
RNF19B,-1.81605099023274,6.94420016941408,-9.43465751620583,3.97136817235815e-10,2.94785919357472e-08,13.2389600602583
CALM1,-1.78006118204968,11.8571844147094,-9.43038926361939,4.0097720466016e-10,2.9649179844583e-08,13.2294520915363
CDKN1C,-2.36200473205728,6.2695070104126,-9.42331172603201,4.07429421817008e-10,2.99103951015693e-08,13.2136806254907
AKAP12,-2.91605950524186,8.50120405495384,-9.42310278847481,4.07621509316575e-10,2.99103951015693e-08,13.2132149277312
LILRA2,-2.74721627681323,5.25555729876986,-9.42131205565375,4.0927164050574e-10,2.99172900711896e-08,13.2092233439055
MYH10,-2.00441672104466,9.8543854383294,-9.41867104905206,4.11717798802816e-10,2.99821010681217e-08,13.2033356748107
DUSP10,-2.26632473584215,7.89260232591353,-9.40954707711377,4.20284626022311e-10,3.0490460133128e-08,13.1829879605211
KLF2,-2.17946681743634,6.53134887583362,-9.40093152561994,4.28541931122939e-10,3.09526424161353e-08,13.1637635691422
FCN2,-2.12909986329927,9.79098425458951,-9.39780130907508,4.31583039176041e-10,3.09526424161353e-08,13.1567763990462
PLEKHM3,-1.95192005588671,7.38379737630034,-9.39656612574304,4.32789142584316e-10,3.09526424161353e-08,13.1540188906082
